system:index,L8,SA,SE,L7
LC08_222080_20150608_93,18899,33.70777,30.092333,18277.0
LC08_222080_20150608_94,7826,33.70777,30.092333,8213.0
LC08_222080_20150608_95,24982,33.70777,30.092333,24240.0
LC08_222080_20150608_96,21709,33.70777,30.092333,20065.0
LC08_222080_20150608_97,15332,33.70777,30.092333,14876.0
LC08_222080_20150608_98,16934,33.70777,30.092333,16576.0
LC08_222080_20150608_99,14733,33.70777,30.092333,14431.0
LC08_222080_20150608_100,17447,33.70777,30.092333,16530.0
LC08_222080_20150608_101,16095,33.70777,30.092333,15606.0
LC08_222080_20150608_102,15305,33.70777,30.092333,15606.0
LC08_222080_20150608_103,20027,33.70777,30.092333,19311.0
LC08_222080_20150608_104,20225,33.70777,30.092333,19386.0
LC08_222080_20150608_105,15065,33.70777,30.092333,13732.0
LC08_222080_20150608_106,23133,33.70777,30.092333,22131.0
LC08_222080_20150608_107,17115,33.70777,30.092333,17004.0
LC08_222080_20150608_108,13164,33.70777,30.092333,12972.0
LC08_222080_20150608_109,17665,33.70777,30.092333,18383.0
LC08_222080_20150608_110,19584,33.70777,30.092333,19407.0
LC08_222080_20150608_111,18048,33.70777,30.092333,16959.0
LC08_222080_20150608_112,21600,33.70777,30.092333,21206.0
LC08_222080_20150608_113,13333,33.70777,30.092333,13997.0
LC08_222080_20150608_114,17515,33.70777,30.092333,16631.0
LC08_222080_20150608_115,23294,33.70777,30.092333,22432.0
LC08_222080_20150608_116,19290,33.70777,30.092333,18855.0
LC08_222080_20150608_117,15130,33.70777,30.092333,16312.0
LC08_222080_20150608_118,18954,33.70777,30.092333,21092.0
LC08_222080_20150608_119,16510,33.70777,30.092333,15407.0
LC08_222080_20150608_120,15139,33.70777,30.092333,14225.0
LC08_222080_20150608_121,21131,33.70777,30.092333,19942.0
LC08_222080_20150608_122,15426,33.70777,30.092333,15169.0
LC08_222080_20150608_123,17253,33.70777,30.092333,16377.0
LC08_222080_20150608_124,17246,33.70777,30.092333,15673.0
LC08_222080_20150608_125,21272,33.70777,30.092333,20568.0
LC08_222080_20150608_126,19427,33.70777,30.092333,19332.0
LC08_222080_20150608_127,15141,33.70777,30.092333,18794.0
LC08_222080_20150608_128,15038,33.70777,30.092333,14613.0
LC08_222080_20150608_129,15889,33.70777,30.092333,14138.0
LC08_222080_20150608_130,18704,33.70777,30.092333,17765.0
LC08_222080_20150608_131,18356,33.70777,30.092333,16986.0
LC08_222081_20150608_0,16268,33.506233,28.76394,14010.5
LC08_222081_20150608_1,21865,33.506233,28.76394,20120.0
LC08_222081_20150608_2,15264,33.506233,28.76394,18487.5
LC08_222081_20150608_3,21235,33.506233,28.76394,19632.5
LC08_222081_20150608_4,17773,33.506233,28.76394,15687.5
LC08_222081_20150608_5,19225,33.506233,28.76394,18007.5
LC08_222081_20150608_6,19680,33.506233,28.76394,19738.5
LC08_222081_20150608_7,19807,33.506233,28.76394,18291.0
LC08_222081_20150608_8,15789,33.506233,28.76394,17084.0
LC08_224078_20150606_0,16595,34.25493,32.944458,15714.0
LC08_224078_20150606_1,18245,34.25493,32.944458,17046.0
LC08_224078_20150606_2,14408,34.25493,32.944458,12847.0
LC08_224078_20150606_3,16975,34.25493,32.944458,17341.0
LC08_224078_20150606_4,21782,34.25493,32.944458,20860.0
LC08_224078_20150606_5,16146,34.25493,32.944458,16757.5
LC08_224078_20150606_6,19636,34.25493,32.944458,18807.0
LC08_224078_20150606_7,19210,34.25493,32.944458,18240.5
LC08_224078_20150606_8,15071,34.25493,32.944458,15714.0
LC08_224078_20150606_9,19380,34.25493,32.944458,19178.0
LC08_224078_20150606_10,17372,34.25493,32.944458,16901.0
LC08_224079_20150606_0,16731,33.983097,31.623198,17406.0
LC08_224079_20150606_1,12406,33.983097,31.623198,11342.5
LC08_224079_20150606_2,21872,33.983097,31.623198,14495.5
LC08_224079_20150606_3,20379,33.983097,31.623198,18124.0
LC08_224079_20150606_4,15688,33.983097,31.623198,10443.5
LC08_224079_20150606_5,18836,33.983097,31.623198,18287.5
